feature,importance
target_lag_1,0.6701302550560853
Value_lag_1,0.08349597712773446
target_lag_6,0.07649094508011085
target_lag_3,0.06534837983650435
Value,0.06451412075342017
Value_lag_2,0.04002032214614497
